X,Y,OBJECTID,Provincia,Municipio,Localidad,Código_postal,Dirección,Margen,Longitud,Latitud,Precio_gasolina_95,Precio_gasóleo_A,Precio_gasóleo_B,Precio_bioetanol,Precio_nuevo_gasóleo_A,Precio_biodiesel,F__éster_metílico,F__bioalcohol,Precio_gasolina_98,Precio_gas_natural_comprimido,Precio_gas_natural_licuado,Precio_gases_licuados_del_petró,Rótulo,Tipo_venta,Rem_,Horario,fecha
1.820306,41.721778,1877,BARCELONA,MANRESA,MANRESA,8240,"CALLE MURALLA SANT FRANCESC, 54",D,1.820306,41.721778,1.009,0.899,,,0.959,,,,1.069,,,,Q8,P,,L-D: 06:00-00:00,2020/05/19 00:00:00+00
1.835306,41.731361,1878,BARCELONA,MANRESA,MANRESA,8240,"CALLE CTRA DE VIC, 163",D,1.835306,41.731361,1.009,0.899,,,0.959,,,,1.069,,,,Q8 ,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
1.841806,41.737278,1879,BARCELONA,MANRESA,MANRESA,8240,"POLIGONO ELS DOLORS CL.SALLENT, 50",N,1.841806,41.737278,0.896,0.847,,,,,,,,,,,BONAREA,P,,L-D: 24H,2020/05/19 00:00:00+00
1.839917,41.734139,1880,BARCELONA,MANRESA,MANRESA,8240,"CALLE CARRETERA DE VIC, 225",I,1.839917,41.734139,1.159,1.049,,,1.129,,,,1.299,,,,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
1.840111,41.733806,1881,BARCELONA,MANRESA,MANRESA,8240,"CALLE CARRETERA DE VIC, 230",D,1.840111,41.733806,1.109,0.999,,,1.079,,,,1.269,,,,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
1.836667,41.73425,1882,BARCELONA,MANRESA,MANRESA,8240,"AVENIDA DELS DOLORS, 5",N,1.836667,41.73425,0.979,0.879,,,0.969,,,,1.109,,,,GALP,P,,L: 06:00-22:00,2020/05/19 00:00:00+00
1.849639,41.714444,1883,BARCELONA,MANRESA,MANRESA,8240,"CALLE DOCTOR FERRAN, 26",D,1.849639,41.714444,,0.919,,,,,,,,,,,PETROMIRALLES,P,,L-D: 24H,2020/05/19 00:00:00+00
1.844028,41.736278,1884,BARCELONA,MANRESA,MANRESA,8241,"CARRETERA VIC, CANTONADA C/CASTELLGALÍ KM. 0",D,1.844028,41.736278,0.939,0.889,,,0.939,,,,,,,,ESCLATOIL,P,,L-D: 24H,2020/05/19 00:00:00+00
1.81625,41.722667,1885,BARCELONA,MANRESA,MANRESA,8241,"DOS DE MAIG, 76-84",N,1.81625,41.722667,0.896,0.939,,,0.999,,,,0.979,,,,SETSERVEIS,P,,L-S: 08:00-20:00,2020/05/19 00:00:00+00
1.81375,41.7155,1886,BARCELONA,MANRESA,MANRESA,8241,CARRETERA DE MANRESA AL XUP KM. S/N,D,1.81375,41.7155,,,,,,,,,,,,0.629,REPSOL BUTANO,P,,"L-V: 08:00-13:00 y 15:00-19:00; S: 09:00-13:00",2020/05/19 00:00:00+00
1.811222,41.729389,1887,BARCELONA,MANRESA,MANRESA,8241,"AVENIDA PIRELLI, 29",N,1.811222,41.729389,0.929,0.829,,,0.899,,,,1.099,,,,PETROSET,P,,L-D: 24H,2020/05/19 00:00:00+00
1.927778,41.475167,1888,BARCELONA,MARTORELL,MARTORELL,8760,"CL PAU CLARIS, 13",D,1.927778,41.475167,1.165,1.055,,,1.135,,,,1.305,,,,REPSOL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
1.9195,41.482111,1889,BARCELONA,MARTORELL,MARTORELL,8760,CARRETERA NACIONAL II KM. 588,N,1.9195,41.482111,1.089,0.969,,,0.999,,,,,,,,CARREFOUR,P,,L-D: 24H,2020/05/19 00:00:00+00
1.912722,41.491111,1890,BARCELONA,MARTORELL,MARTORELL,8760,"AVENIDA COMTE LLOBREGAT, 107",D,1.912722,41.491111,1.089,0.969,,,,,,,,,,,"PETRONIEVES, S.L.",P,,L-D: 24H,2020/05/19 00:00:00+00
1.913083,41.489222,1891,BARCELONA,MARTORELL,MARTORELL,8760,"CARRETERA N-2 KM. 593,5",I,1.913083,41.489222,1.159,1.049,,,1.129,,,,1.299,,,,PETRONOR,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
1.948361,41.464778,1892,BARCELONA,MARTORELL,MARTORELL,8760,"CR N-2, 591,3",D,1.948361,41.464778,1.179,1.049,,,1.109,,,,1.304,,,0.685,CEPSA,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
2.242389,42.004194,1893,BARCELONA,MASIES DE VOLTREGÀ (LES),MASIES DE VOLTREGA (LES),8519,CARRETERA TER KM. S/N,N,2.242389,42.004194,1.139,0.999,,,1.059,,,,1.264,,,,CEPSA,P,,"L-V: 07:00-18:00; S-D: 07:00-14:00",2020/05/19 00:00:00+00
2.241556,42.010278,1894,BARCELONA,MASIES DE VOLTREGÀ (LES),MASIES DE VOLTREGA (LES),8509,"CALLE ONZE DE SETEMBRE, 34",D,2.241556,42.010278,0.848,0.929,,,,,,,,,,,PETROVOLTREGÀ,P,,L-D: 24H,2020/05/19 00:00:00+00
2.331111,41.482806,1895,BARCELONA,MASNOU (EL),MASNOU (EL),8320,"AVDA. DEL MARESME, S/N",N,2.331111,41.482806,1.149,0.979,,,1.029,,,,1.319,,,,MEROIL,P,,L-D: 07:00-22:00,2020/05/19 00:00:00+00
2.336639,41.483944,1896,BARCELONA,MASNOU (EL),MASNOU (EL),8320,"CARRETERA CRTA.N II, KM 635, POL.IND. VORAMAR KM. ",N,2.336639,41.483944,1.155,0.989,,,1.039,,,,1.255,,,,Q8,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
2.333639,41.482556,1897,BARCELONA,MASNOU (EL),MASNOU (EL),8320,"CARRETERA N-II KM. 635,5",I,2.333639,41.482556,1.165,1.055,,,1.135,,,,1.305,,,,REPSOL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
1.822,41.499528,1898,BARCELONA,MASQUEFA,MASQUEFA,8783,"POLIGONO IND. LA PEDROSA, S/N",N,1.822,41.499528,0.895,0.846,,,,,,,,,,,BONAREA,P,,L-D: 24H,2020/05/19 00:00:00+00
1.825611,41.496417,1899,BARCELONA,MASQUEFA,MASQUEFA,8783,"CALLE LAPEDROSA, 20",D,1.825611,41.496417,0.949,0.869,,,0.889,,,,1.129,,,,PEDROSA CENTER,P,,L-D: 24H,2020/05/19 00:00:00+00
2.423528,41.530333,1900,BARCELONA,MATARÓ,MATARO,8302,"AVENIDA VIA SÈRGIA, 77",D,2.423528,41.530333,0.929,0.829,,,,,,,,,,,GM OIL,P,,L-D: 24H,2020/05/19 00:00:00+00
2.436306,41.529583,1901,BARCELONA,MATARÓ,MATARO,8302,"AVENIDA MARESME (DEL), 30",D,2.436306,41.529583,1.059,0.949,,,1.039,,,,,,,,MATARO,P,,L-D: 24H,2020/05/19 00:00:00+00
2.430139,41.530028,1902,BARCELONA,MATARÓ,MATARO,8302,"CAMI DE SANT CRIST, 63",D,2.430139,41.530028,0.969,0.857,,,,,,,,,,,PENINSULA QUALITY PRODUCT,P,,L-D: 24H,2020/05/19 00:00:00+00
2.428167,41.523194,1903,BARCELONA,MATARÓ,MATARO,8302,CARRETERA N-2 KM. 644,I,2.428167,41.523194,1.155,1.045,,,1.125,,,,1.295,,,,REPSOL,P,,L-V: 08:00-14:00,2020/05/19 00:00:00+00
2.440722,41.534167,1904,BARCELONA,MATARÓ,MATARO,8302,"CALLE REAL, 547",I,2.440722,41.534167,1.089,0.959,,,1.019,,,,1.214,,,,CEPSA,P,,L-D: 24H,2020/05/19 00:00:00+00
2.435889,41.529972,1905,BARCELONA,MATARÓ,MATARO,8302,"AVENIDA MARESME, 1",I,2.435889,41.529972,1.139,1.029,,,1.119,,,,1.281,,,,BP ESTACION SERVICIO MATARO,P,,L-D: 24H,2020/05/19 00:00:00+00
2.421222,41.54125,1906,BARCELONA,MATARÓ,MATARO,8301,"CARRETERA C-1415 KM. 1,4",D,2.421222,41.54125,1.185,1.069,,,1.149,,,,1.325,,,0.699,REPSOL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
2.429111,41.535694,1907,BARCELONA,MATARÓ,MATARO,8301,"CALLE PABLO IGLESIAS, 1",D,2.429111,41.535694,0.999,0.899,,,0.929,,,,,,,,AUTONET&OIL,P,,L-D: 24H,2020/05/19 00:00:00+00
2.427889,41.526222,1908,BARCELONA,MATARÓ,MATARO,8301,"CALLE TEIXIDORA (DE LA), 37",D,2.427889,41.526222,1.049,0.929,,,,,,,,,,,SHELL,P,,L-D: 24H,2020/05/19 00:00:00+00
2.427194,41.531861,1909,BARCELONA,MATARÓ,MATARO,8301,"CAMI SANT CRIST (DEL), 32",D,2.427194,41.531861,0.999,0.899,,,,,,,,,,,BALLENOIL,P,,L-D: 24H,2020/05/19 00:00:00+00
2.449306,41.545472,1910,BARCELONA,MATARÓ,MATARO,8301," ALFONSO X EL SABIO, S/N, ",D,2.449306,41.545472,1.089,0.975,,,,,,,1.229,,,,Q8,P,,L-D: 24H,2020/05/19 00:00:00+00
2.457972,41.541694,1911,BARCELONA,MATARÓ,MATARO,8301,"CARRETERA CARRETERA N-2, Nº 647,9 KM. 647,9",I,2.457972,41.541694,1.089,0.959,,,,,,,,,,,CEPSA,P,,L-D: 24H,2020/05/19 00:00:00+00
2.431028,41.527028,1912,BARCELONA,MATARÓ,MATARO,8301,CARRETERA CARRETERA DE BARCELONA (N-II) 50 KM. 645,I,2.431028,41.527028,,,,,,,,,,0.933,,,"NATURGY IBERIA, S.L.",P,,L-D: 24H,2020/05/19 00:00:00+00
2.451639,41.5545,1913,BARCELONA,MATARÓ,MATARO,8304,"PG MATA ROCAFONDA C/ENERGIA 2-4, S.",D,2.451639,41.5545,1.185,1.069,,,1.149,,,,1.325,,,,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
2.432306,41.551167,1914,BARCELONA,MATARÓ,MATARO,8304,"VÍA EUROPA, 220",D,2.432306,41.551167,1.185,1.069,,,1.149,,,,1.325,,,,REPSOL,P,,"L-V: 08:00-15:00; S: 09:00-14:00",2020/05/19 00:00:00+00
2.437694,41.553611,1915,BARCELONA,MATARÓ,MATARO,8304,RD PAISOS CATALANS 15,N,2.437694,41.553611,1.039,0.899,,,,,,,,,,,BALLENOIL,P,,L-D: 24H,2020/05/19 00:00:00+00
2.429444,41.553278,1916,BARCELONA,MATARÓ,MATARO,8304,"C.C.MATARÓ PARK; CTRA.CIRERA, S/N",N,2.429444,41.553278,1.029,0.889,,,0.989,,,,1.194,,,,ALCAMPO,P,,L-D: 24H,2020/05/19 00:00:00+00
2.422972,41.532611,1917,BARCELONA,MATARÓ,MATARO,8303,"VÍA SERGIA, 100",N,2.422972,41.532611,1.124,1.014,,,1.084,,,,1.264,,,,GALP,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
2.430861,41.526972,1918,BARCELONA,MATARÓ,MATARO,8303,CARRETERA DE BARCELONA . POLIGON  HORTES DEL CAMÍ  RAL KM. 50,D,2.430861,41.526972,1.089,1.009,,,1.074,,,,1.225,,,,GALP,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
2.108056,41.804056,1919,BARCELONA,MOIÀ,MOIA,8180,"POLIGONO RONDE DE LES CONQUES, 17",N,2.108056,41.804056,1.009,0.899,,,0.999,,,,1.249,,,,SERVIAUTO ECOLOGIC,P,,L-D: 24H,2020/05/19 00:00:00+00
2.104444,41.808056,1920,BARCELONA,MOIÀ,MOIA,8180,"AVINGUDA ZONA INDUSTRIAL, S/N",N,2.104444,41.808056,0.959,0.869,,,,,,,,,,,AREA DIESEL,P,,L-D: 24H,2020/05/19 00:00:00+00
2.106667,41.808722,1921,BARCELONA,MOIÀ,MOIA,8180,CARRETERA DE VIC KM. 27,D,2.106667,41.808722,0.897,0.848,,,,,,,,,,,BONAREA,P,,L-D: 24H,2020/05/19 00:00:00+00
2.102139,41.809306,1922,BARCELONA,MOIÀ,MOIA,8180,"CARRETERA N-141-C KM. 27,3",I,2.102139,41.809306,1.179,1.059,0.779,,1.119,,,,1.304,,,,CEPSA,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
2.025,41.393611,1923,BARCELONA,MOLINS DE REI,MOLINS DE REI,8750,"AUTOPISTA AP-2 KM. 8,5",D,2.025,41.393611,1.159,1.069,,,1.129,,,,1.269,,,0.699,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
2.016028,41.412306,1924,BARCELONA,MOLINS DE REI,MOLINS DE REI,8750,"AVENIDA CALDES, 18",D,2.016028,41.412306,1.165,1.019,,,1.099,,,,1.295,,,,REPSOL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
2.030139,41.395417,1925,BARCELONA,MOLINS DE REI,MOLINS DE REI,8750,"CALLE HORTA, 14",D,2.030139,41.395417,1.057,0.919,,,0.949,,,,,,,,AUTONET&OIL,P,,L-D: 24H,2020/05/19 00:00:00+00
2.032917,41.397278,1926,BARCELONA,MOLINS DE REI,MOLINS DE REI,8750,CARRETERA N-340 KM. 1246,N,2.032917,41.397278,1.164,1.014,,,1.094,,,,1.304,,,,SHELL,P,,L-D: 05:00-23:00,2020/05/19 00:00:00+00
2.024121,41.391917,1927,BARCELONA,MOLINS DE REI,MOLINS DE REI,8750,"A-2 km 8,000",N,2.024121,41.391917,1.089,0.999,,,1.069,,,,1.229,,,,GALP,P,,L-D: 24H,2020/05/19 00:00:00+00
2.021556,41.403333,1928,BARCELONA,MOLINS DE REI,MOLINS DE REI,8750,"CARRER EL PLA, 3",D,2.021556,41.403333,1.057,0.919,,,,,,,,,,,BALLENOIL,P,,L-D: 24H,2020/05/19 00:00:00+00
2.031806,41.398444,1929,BARCELONA,MOLINS DE REI,MOLINS DE REI,8750,"CALLE RIERA CAN PAHISSA, 7,11",D,2.031806,41.398444,1.067,0.929,,,0.959,,,,1.199,,,,PETROLIS DE BARCELONA,P,,L-D: 05:00-23:00,2020/05/19 00:00:00+00
2.222167,41.547861,1930,BARCELONA,MOLLET DEL VALLÈS,MOLLET DEL VALLES,8100,"CARRER DEL BOSC, 16",D,2.222167,41.547861,1.169,1.039,,,1.109,,,,1.299,,,,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
2.221167,41.539028,1931,BARCELONA,MOLLET DEL VALLÈS,MOLLET DEL VALLES,8100,"AV.RABASSAIRES, S/N",N,2.221167,41.539028,1.129,0.989,,,1.039,,,,1.249,,,,Q8,P,,L-D: 24H,2020/05/19 00:00:00+00
2.212806,41.533444,1932,BARCELONA,MOLLET DEL VALLÈS,MOLLET DEL VALLES,8100,"AVINGUDA BADALONA, 22",N,2.212806,41.533444,0.985,0.889,,,,,,,,,,,GOOD PRICE PALAU,P,,L-D: 24H,2020/05/19 00:00:00+00
2.204972,41.54875,1933,BARCELONA,MOLLET DEL VALLÈS,MOLLET DEL VALLES,8100,"CARRER DE NICARAGUA,S/N. PL. CAN BORRELL, S/N",D,2.204972,41.54875,0.959,0.909,,,0.959,,,,,,,,ESCLATOIL,P,,L-D: 24H,2020/05/19 00:00:00+00
2.224806,41.548583,1934,BARCELONA,MOLLET DEL VALLÈS,MOLLET DEL VALLES,8100,"CALLE FRIEDRICH WILHELM SERTÜNER, 8",D,2.224806,41.548583,0.895,0.846,,,,,,,,,,,OILPRIX,P,,L-D: 24H,2020/05/19 00:00:00+00
2.2025,41.538333,1935,BARCELONA,MOLLET DEL VALLÈS,MOLLET DEL VALLES,8100,"RONDA LA FARINERA, S/N",D,2.2025,41.538333,1.149,1.025,,,1.105,,,,1.289,,,,REPSOL,P,,"L-V: 07:00-14:00; S: 09:00-14:00",2020/05/19 00:00:00+00
1.844056,41.609111,1936,BARCELONA,MONISTROL DE MONTSERRAT,MONISTROL DE MONTSERRAT,8691,"CR C-55, 13,33",I,1.844056,41.609111,1.139,0.995,,,1.075,,,,,,,,REPSOL,P,,L-S: 07:00-15:00,2020/05/19 00:00:00+00
2.178611,41.485222,1937,BARCELONA,MONTCADA I REIXAC,MONTCADA CENTRE,8110,"AVINGUDA LA FERRERIA ESQ/ TRABAJO, S/N",D,2.178611,41.485222,1.135,1.031,,,1.092,,,,1.288,,,,CEPSA,P,,L-V: 07:00-17:00,2020/05/19 00:00:00+00
2.177833,41.466861,1938,BARCELONA,MONTCADA I REIXAC,MONTCADA CENTRE,8110,"CARRETERA C-17 KM. 1,5",I,2.177833,41.466861,1.169,1.059,,,1.139,,,,1.309,,,,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
2.192528,41.480417,1939,BARCELONA,MONTCADA I REIXAC,MONTCADA CENTRE,8110,CARRETERA SANT ADRIA  ROCA KM. 7,D,2.192528,41.480417,1.169,1.059,,,1.139,,,,1.309,,,,REPSOL,P,,"L-V: 06:00-22:00; S-D: 08:00-17:00",2020/05/19 00:00:00+00
2.185278,41.491667,1940,BARCELONA,MONTCADA I REIXAC,MONTCADA CENTRE,8110,"CARRETERA N-152 KM. 11,9",D,2.185278,41.491667,1.169,1.059,,,1.139,,,,1.309,,,0.679,REPSOL,P,,L-D: 05:00-23:00,2020/05/19 00:00:00+00
2.166639,41.486028,1941,BARCELONA,MONTCADA I REIXAC,MONTCADA CENTRE,8110,"AVENIDA LA FERRERIA, S/N",D,2.166639,41.486028,0.939,0.849,,,,,,,,,,,GM OIL,P,,L-D: 24H,2020/05/19 00:00:00+00
2.187806,41.507556,1942,BARCELONA,MONTCADA I REIXAC,MONTCADA CENTRE,8110,"CALLE CAN MILANS, 1",D,2.187806,41.507556,1.039,0.939,,,,,,,,,,,PETROLOWCOST,P,,L-D: 24H,2020/05/19 00:00:00+00
2.190639,41.496611,1943,BARCELONA,MONTCADA I REIXAC,MONTCADA CENTRE,8110,"AUTOVIA A-17 KM. 5,2",I,2.190639,41.496611,1.199,1.079,,,1.139,,,,1.324,,,,CEPSA,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
2.162944,41.482083,1944,BARCELONA,MONTCADA I REIXAC,MONTCADA CENTRE,8110,"POLIGONO INDUSTRIAL HERMES, 4",I,2.162944,41.482083,1.179,1.049,,,1.109,,,,1.304,,,,CEPSA,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
2.166611,41.469389,1945,BARCELONA,MONTCADA I REIXAC,CAN CUIAS,8110,"CR C-58 TARR.-BARCEL. IZ. KM  2,8",I,2.166611,41.469389,1.129,1.029,,,1.089,,,,1.249,,,,BP PORTAL DEL VALLES IZDA.,P,,L-D: 24H,2020/05/19 00:00:00+00
2.165778,41.470639,1946,BARCELONA,MONTCADA I REIXAC,CAN CUIAS,8110,"CR A-18 BARC.-TARR.DCHA. KM  2,8",D,2.165778,41.470639,1.129,1.029,,,1.089,,,,1.249,,,,BP PORTAL DEL VALLES DCHA.,P,,L-D: 24H,2020/05/19 00:00:00+00
2.191417,41.495222,1947,BARCELONA,MONTCADA I REIXAC,CAN CUIAS,8110,"AUTOPISTA C- 33 KM. 82,5",N,2.191417,41.495222,1.124,1.034,,,1.104,,,,1.244,,,,GALP,P,,L-D: 24H,2020/05/19 00:00:00+00
2.26875,41.462972,1948,BARCELONA,MONTGAT,MONTGAT,8390,"CALLE RAMON Y CAJAL, S/N",N,2.26875,41.462972,1.155,1.035,,,1.127,,,,1.299,,,,BP MONTGAT,P,,L-D: 24H,2020/05/19 00:00:00+00
1.399361,41.61775,1949,BARCELONA,MONTMANEU,MONTMANEU,8717,CARRETERA NACIONAL II KM. 532,I,1.399361,41.61775,1.169,1.069,0.9,,1.129,,,,1.199,,,,LA PANADELLA,P,,L-D: 24H,2020/05/19 00:00:00+00
1.399639,41.617056,1950,BARCELONA,MONTMANEU,MONTMANEU,8717,CARRETERA NACIONAL II KM. 532,D,1.399639,41.617056,1.169,1.069,,,1.129,,,,1.199,,,,LA PANADELLA,P,,L-D: 24H,2020/05/19 00:00:00+00
2.250167,41.553694,1951,BARCELONA,MONTMELÓ,MONTMELO,8160,"CARRER VIC, 69",D,2.250167,41.553694,1.055,0.909,,,0.989,,,,1.195,,,,CAMPSA EXPRESS,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
2.255667,41.555389,1952,BARCELONA,MONTMELÓ,MONTMELO,8160,"POLIGONO POL17 EL PEDREGAR INDUST., 1",D,2.255667,41.555389,1.039,0.889,,,,,,,,,,,BALLENOIL,P,,L-D: 24H,2020/05/19 00:00:00+00
2.2655,41.548528,1953,BARCELONA,MONTORNÈS DEL VALLÈS,MONTORNES NORD,8170,"AVENIDA MOGENT, 3",D,2.2655,41.548528,1.169,1.055,,,1.135,,,,1.309,,,0.699,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
2.267833,41.557111,1954,BARCELONA,MONTORNÈS DEL VALLÈS,MONTORNES NORD,8170,"CALLE CARLES RIBA, 15",N,2.267833,41.557111,1.009,0.969,,,,,,,,,,,EL SURTIDOR,P,,L-S: 07:00-22:00,2020/05/19 00:00:00+00
2.396361,41.758611,1955,BARCELONA,MONTSENY,MONTSENY,8460,"PASSEIG LA FONT, 1",N,2.396361,41.758611,1.229,1.125,,,,,,,,,,,BLANCA,P,,L-D: 24H,2020/05/19 00:00:00+00
1.878111,41.903861,1956,BARCELONA,NAVÀS,NAVAS,8670,"CARRETERA C-16 KM. 73,47",I,1.878111,41.903861,1.165,1.055,0.718,,1.135,,,,1.305,,,,PETROCAT,P,,"L-V: 06:00-22:00; S-D: 08:00-14:00 y 15:00-19:00",2020/05/19 00:00:00+00
1.636806,41.578361,1957,BARCELONA,ÒDENA,ODENA,8711,CARRETERA N-2 KM. 555,I,1.636806,41.578361,1.145,1.005,,,1.085,,,,1.285,,,,PETRONOR,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
1.656972,41.577361,1958,BARCELONA,ÒDENA,ODENA,8711,"POLIGONO PLA DE LES GAVARRERES AV. MADRID, 44",N,1.656972,41.577361,0.896,0.847,,,,,,,,,,,BONAREA,P,,L-D: 24H,2020/05/19 00:00:00+00
1.636222,41.578722,1959,BARCELONA,ÒDENA,ODENA,8711,"CARRETERA C-244C KM. 0,05",N,1.636222,41.578722,0.939,0.889,,,0.969,,,,1.079,,,,SHELL,P,,L-S: 08:00-20:00,2020/05/19 00:00:00+00
1.72975,41.35375,1960,BARCELONA,OLÈRDOLA,SANT PERE MOLANTA,8799,SANT MIQUEL D'OLERDOLA (P. I.  SANT PERE MOLANTA),N,1.72975,41.35375,,0.975,,,,,,,,,,,LACICAR,P,,L-V: 08:00-13:00 y 15:00-20:00,2020/05/19 00:00:00+00
1.718667,41.322694,1961,BARCELONA,OLÈRDOLA,OLÈRDOLA,8734,"CARRETERA C-15 KM. 11,5",D,1.718667,41.322694,1.059,0.945,,,,,,,,,,,PETROCAT DIRECTE,P,,L-D: 24H,2020/05/19 00:00:00+00
1.718806,41.323389,1962,BARCELONA,OLÈRDOLA,OLÈRDOLA,8734,"CARRETERA C-15 KM. 11,5",I,1.718806,41.323389,1.059,0.945,,,,,,,,,,,PETROCAT DIRECTE,P,,L-D: 24H,2020/05/19 00:00:00+00
1.683139,41.332667,1963,BARCELONA,OLÈRDOLA,OLÈRDOLA,8734,"POLIGONO CTRA.N-340 SORTIDA 30 -POL.IND.CLOT DE MOJA, S/N",N,1.683139,41.332667,1.039,0.949,,,,,,,,,,,Q8,P,,"L-V: 06:00-22:00; S: 08:00-22:00; D: 08:00-14:00",2020/05/19 00:00:00+00
1.739167,41.354889,1964,BARCELONA,OLÈRDOLA,OLÈRDOLA,8734,"AVENIDA BARCELONA, S/N",N,1.739167,41.354889,0.959,0.899,,,0.929,,,,1.289,,,,CARREFOUR,P,,L-D: 24H,2020/05/19 00:00:00+00
1.900222,41.541444,1965,BARCELONA,OLESA DE MONTSERRAT,OLESA DE MONTSERRAT,8640,"AVINGUDA FRANCESC MACIA ESQ. CTRA. MARTORELL - ILLA 2, S/N",D,1.900222,41.541444,1.019,0.919,,,,,,,,,,,PETRONIEVES,P,,L-D: 24H,2020/05/19 00:00:00+00
1.882222,41.545472,1966,BARCELONA,OLESA DE MONTSERRAT,OLESA DE MONTSERRAT,8640,"CALLE VAPOR CREMAT DEL, 13",D,1.882222,41.545472,1.019,0.919,,,,,,,,,,,PETRONIEVES,P,,"L-V: 09:00-15:00; S-D: 09:00-14:00",2020/05/19 00:00:00+00
1.880222,41.552278,1967,BARCELONA,OLESA DE MONTSERRAT,OLESA DE MONTSERRAT,8640,"CARRETERA C-55 KM. 6,39",D,1.880222,41.552278,1.129,1.039,,,1.119,,,,1.269,,,,REPSOL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
1.886361,41.543111,1968,BARCELONA,OLESA DE MONTSERRAT,OLESA DE MONTSERRAT,8640,"CALLE COLON, S/N",N,1.886361,41.543111,1.059,0.959,,,1.029,,,,1.199,,,,GALP,P,,L-D: 05:00-23:00,2020/05/19 00:00:00+00
2.09725,41.984917,1969,BARCELONA,OLOST,OLOST,8519,CARRETERA C-154 DE VIC A BERGA KM. 20,I,2.09725,41.984917,1.159,1.059,,,1.109,,,,,,,,PETRONOR,P,,L-D: 07:30-19:30,2020/05/19 00:00:00+00
1.677333,41.352278,1970,BARCELONA,PACS DEL PENEDÈS,PACS DEL PENEDES,8796,CARRETERA BP-2121 KM. 2,D,1.677333,41.352278,1.179,1.055,,,1.115,,,,1.304,,,,CEPSA,P,,L-S: 07:00-16:00,2020/05/19 00:00:00+00
2.755028,41.667528,1971,BARCELONA,PALAFOLLS,PALAFOLLS,8389,"POLIGONO INDUSTRIAL CAN BALTASAR PARCELA, 5",D,2.755028,41.667528,0.949,0.879,,,,,,,,,,,ZONA DIESEL ,P,,L-D: 24H,2020/05/19 00:00:00+00
2.7555,41.66775,1972,BARCELONA,PALAFOLLS,PALAFOLLS,8389,"CARRETERA B-682 KM. 24,36",D,2.7555,41.66775,0.949,0.879,,,0.979,,,,1.089,,,,GALP,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
2.715556,41.669083,1973,BARCELONA,PALAFOLLS,SANT GENIS DE PALAFOLLS,8389,"CR C-32   P.K. 129,8",I,2.715556,41.669083,1.179,1.059,,,1.139,,,,1.279,,,,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
2.716333,41.66825,1974,BARCELONA,PALAFOLLS,SANT GENIS DE PALAFOLLS,8389,"C-32 PK 129,8",D,2.716333,41.66825,1.179,1.059,,,1.139,,,,1.279,,,,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
2.179667,41.587917,1975,BARCELONA,PALAU-SOLITÀ I PLEGAMANS,PALAU-SOLITA I PLEGAMANS,8184,"CALLE ANSELMO CLAVE, S/N",D,2.179667,41.587917,1.148,1.028,,,1.098,,,,1.298,,,,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
2.176167,41.5675,1976,BARCELONA,PALAU-SOLITÀ I PLEGAMANS,POLIGON INDUSTRIAL RIERA DE CALDES,8184,"CAMI AVINGUDA CAMI REIAL, 32",D,2.176167,41.5675,0.999,,,,0.899,,,,,,,,BENZOIL,P,,L-D: 24H,2020/05/19 00:00:00+00
1.994139,41.433194,1977,BARCELONA,PALLEJÀ,PALLEJA,8780,CARRETERA N-II KM. 597,D,1.994139,41.433194,1.139,0.999,,,1.099,,,,1.279,,,,REPSOL,P,,L-V: 08:00-20:00,2020/05/19 00:00:00+00
2.001611,41.419111,1978,BARCELONA,PALLEJÀ,PALLEJA,8780,"RONDA SANTA EULALIA, 33",N,2.001611,41.419111,1.179,1.059,,,1.119,,,,1.304,,,,CEPSA,P,,L-D: 24H,2020/05/19 00:00:00+00
